"CPC21code","CPC21partial","CPC2code","CPC2partial"
"01111",0,"01111",0
"01112",0,"01112",0
"01121",0,"01121",0
"01122",0,"01122",0
"01131",0,"01131",0
"01132",0,"01132",0
"01141",0,"01141",0
"01142",0,"01142",0
"01151",0,"01151",0
"01152",0,"01152",0
"01161",0,"01161",0
"01162",0,"01162",0
"01171",0,"01171",0
"01172",0,"01172",0
"01181",0,"01181",0
"01182",0,"01182",0
"01191",0,"01190",1
"01192",0,"01190",1
"01193",0,"01190",1
"01194",0,"01190",1
"01195",0,"01190",1
"01199",0,"01190",1
"01211",0,"01211",0
"01212",0,"01212",0
"01213",0,"01213",0
"01214",0,"01214",0
"01215",0,"01215",0
"01216",0,"01216",0
"01219",0,"01219",0
"01221",0,"01221",0
"01229",0,"01229",0
"01231",0,"01231",0
"01232",0,"01232",0
"01233",0,"01233",0
"01234",0,"01234",0
"01235",0,"01235",0
"01239",0,"01239",0
"01241",0,"01241",0
"01242",0,"01242",0
"01243",0,"01249",1
"01249",0,"01249",1
"01251",0,"01251",0
"01252",0,"01252",0
"01253",0,"01253",0
"01254",0,"01254",0
"01259",0,"01259",0
"01260",0,"01260",0
"01270",0,"01270",0
"01290",0,"01290",0
"01311",0,"01311",0
"01312",0,"01312",0
"01313",0,"01313",0
"01314",0,"01314",0
"01315",0,"01315",0
"01316",0,"01316",0
"01317",0,"01317",0
"01318",0,"01318",0
"01319",0,"01319",0
"01321",0,"01321",0
"01322",0,"01322",0
"01323",0,"01323",0
"01324",0,"01324",0
"01329",0,"01329",0
"01330",0,"01330",0
"01341",0,"01351",0
"01342",0,"01352",0
"01343",0,"01353",0
"01344",0,"01354",0
"01345",0,"01355",0
"01346",0,"01356",0
"01349",0,"01359",0
"01351",0,"01341",0
"01352",0,"01342",0
"01353",0,"01343",0
"01354",0,"01344",0
"01355",0,"01349",0
"01356",0,"01391",0
"01359",0,"01399",0
"01360",0,"01360",1
"01371",0,"01371",0
"01372",0,"01372",0
"01373",0,"01373",0
"01374",0,"01374",0
"01375",0,"01375",0
"01376",0,"01376",0
"01377",0,"01377",0
"01379",0,"01379",0
"01411",0,"01411",0
"01412",0,"01412",0
"01421",0,"01421",0
"01422",0,"01422",0
"01431",0,"01431",0
"01432",0,"01432",0
"01441",0,"01441",0
"01442",0,"01442",0
"01443",0,"01443",0
"01444",0,"01444",0
"01445",0,"01445",0
"01446",0,"01446",0
"01447",0,"01449",1
"01448",0,"01449",1
"01449",0,"01449",1
"01450",0,"01450",0
"01460",0,"01460",0
"01491",0,"01491",0
"01492",0,"01499",1
"01499",0,"01499",1
"01510",0,"01510",0
"01520",0,"01592",0
"01530",0,"01591",0
"01540",0,"01593",0
"01550",0,"01599",1
"01591",0,"01599",1
"01599",0,"01599",1
"01610",0,"01610",0
"01620",0,"01620",0
"01630",0,"01630",0
"01640",0,"01640",0
"01651",0,"01651",0
"01652",0,"01652",0
"01653",0,"01653",0
"01654",0,"01654",0
"01655",0,"01655",0
"01656",0,"01656",0
"01657",0,"01657",0
"01658",0,"01658",0
"01659",0,"01659",0
"01691",0,"01690",1
"01699",0,"01690",1
"01701",0,"01701",0
"01702",0,"01702",0
"01703",0,"01703",0
"01704",0,"01704",0
"01705",0,"01705",0
"01706",0,"01709",1
"01707",0,"01709",1
"01708",0,"01709",1
"01709",0,"01709",1
"01801",0,"01801",0
"01802",0,"01802",0
"01803",0,"01803",0
"01809",0,"01809",0
"01911",0,"01911",0
"01912",0,"01912",0
"01913",0,"01913",0
"01919",0,"01919",0
"01921",0,"01921",0
"01922",0,"01922",0
"01929",0,"01929",0
"01930",0,"01930",0
"01940",0,"01940",0
"01950",0,"01950",0
"01961",0,"01961",0
"01962",0,"01962",0
"01963",0,"01963",0
"01970",0,"01970",0
"01990",1,"01360",1
"01990",1,"01990",0
"02111",0,"02111",1
"02112",0,"02112",1
"02119",1,"02111",1
"02119",1,"02112",1
"02121",0,"02121",0
"02122",0,"02122",0
"02123",0,"02123",0
"02129",0,"02129",0
"02131",0,"02130",1
"02132",0,"02130",1
"02133",0,"02130",1
"02140",0,"02140",0
"02151",0,"02151",0
"02152",0,"02152",0
"02153",0,"02153",0
"02154",0,"02154",0
"02155",0,"02155",0
"02191",0,"02191",0
"02192",0,"02192",0
"02193",0,"02193",0
"02194",0,"02194",0
"02195",0,"02195",0
"02196",0,"02196",0
"02199",0,"02199",0
"02211",0,"02211",0
"02212",0,"02212",0
"02291",0,"02291",0
"02292",0,"02292",0
"02293",0,"02293",0
"02299",0,"02299",0
"02311",0,"02330",1
"02312",0,"02310",0
"02321",0,"02330",1
"02322",0,"02320",0
"02411",0,"02411",0
"02419",0,"02419",0
"02420",0,"02420",0
"02910",0,"02910",0
"02920",0,"02920",0
"02930",0,"02930",0
"02941",0,"02941",0
"02942",0,"02942",0
"02943",0,"02943",0
"02944",0,"02944",0
"02951",0,"02951",0
"02952",0,"02952",0
"02953",0,"02953",0
"02954",0,"02954",0
"02955",0,"02955",0
"02959",0,"02959",0
"02960",0,"02960",0
"03110",0,"03110",0
"03120",0,"03120",0
"03131",0,"03130",1
"03132",0,"03130",1
"03211",0,"03211",0
"03219",0,"03219",0
"03220",0,"03220",0
"03230",0,"03230",0
"03241",0,"03241",0
"03249",0,"03249",0
"03250",0,"03250",0
"04111",0,"04111",1
"04112",0,"04111",1
"04191",0,"04119",1
"04192",0,"04119",1
"04211",1,"04119",1
"04211",1,"04120",1
"04212",1,"04119",1
"04212",1,"04120",1
"04221",1,"04119",1
"04221",1,"04120",1
"04222",1,"04119",1
"04222",1,"04120",1
"04231",1,"04119",1
"04231",1,"04120",1
"04232",1,"04119",1
"04232",1,"04120",1
"04241",1,"04119",1
"04241",1,"04120",1
"04242",1,"04119",1
"04242",1,"04120",1
"04251",1,"04119",1
"04251",1,"04120",1
"04252",1,"04119",1
"04252",1,"04120",1
"04261",1,"04119",1
"04261",1,"04120",1
"04262",1,"04119",1
"04262",1,"04120",1
"04291",1,"04119",1
"04291",1,"04120",1
"04292",1,"04119",1
"04292",1,"04120",1
"04311",0,"04210",1
"04312",0,"04210",1
"04321",0,"04210",1
"04322",0,"04210",1
"04331",0,"04210",1
"04332",0,"04210",1
"04341",0,"04210",1
"04342",0,"04210",1
"04351",0,"04210",1
"04352",0,"04210",1
"04361",0,"04210",1
"04362",0,"04210",1
"04391",0,"04210",1
"04392",0,"04210",1
"04411",0,"04291",1
"04412",0,"04291",1
"04421",0,"04220",1
"04422",0,"04220",1
"04431",0,"04291",1
"04432",0,"04291",1
"04441",0,"04291",1
"04442",0,"04291",1
"04451",0,"04291",1
"04452",0,"04291",1
"04461",0,"04291",1
"04462",0,"04291",1
"04471",0,"04291",1
"04472",0,"04291",1
"04491",0,"04291",1
"04492",0,"04291",1
"04511",0,"04299",1
"04512",0,"04299",1
"04521",0,"04299",1
"04522",0,"04299",1
"04530",0,"04299",1
"04590",0,"04299",1
"04911",0,"04910",0
"04912",1,"04291",1
"04912",1,"04299",1
"04912",1,"04930",1
"04913",1,"04291",1
"04913",1,"04299",1
"04913",1,"04930",1
"04920",0,"04920",0
"04931",0,"04930",1
"04932",0,"04930",1
"04933",0,"04930",1
"04934",0,"04930",1
"11010",0,"11010",0
"11020",0,"11020",0
"11030",0,"11030",0
"11040",0,"11040",0
"11050",0,"11050",0
"12010",0,"12010",0
"12020",0,"12020",0
"12030",0,"12030",0
"13000",0,"13000",0
"14100",0,"14100",0
"14210",0,"14210",0
"14220",0,"14220",0
"14230",0,"14230",0
"14240",0,"14240",0
"14290",0,"14290",0
"15110",0,"15110",0
"15120",0,"15120",0
"15130",0,"15130",0
"15200",0,"15200",0
"15310",0,"15310",0
"15320",0,"15320",0
"15330",0,"15330",0
"15400",0,"15400",0
"16110",0,"16110",0
"16120",0,"16120",0
"16190",0,"16190",0
"16200",0,"16200",0
"16310",0,"16310",0
"16320",0,"16320",0
"16330",0,"16330",0
"16390",0,"16390",0
"17100",0,"17100",0
"17200",0,"17200",0
"17300",0,"17300",0
"17400",0,"17400",0
"18000",0,"18000",0
"21111",0,"21111",0
"21112",0,"21112",0
"21113",0,"21113",0
"21114",0,"21114",0
"21115",0,"21115",0
"21116",0,"21116",0
"21117",0,"21117",0
"21118",0,"21118",0
"21119",0,"21119",0
"21121",0,"21121",0
"21122",0,"21122",0
"21123",0,"21123",0
"21124",0,"21124",0
"21125",0,"21125",0
"21131",0,"21131",0
"21132",0,"21132",0
"21133",0,"21133",0
"21134",0,"21134",0
"21135",0,"21135",0
"21136",0,"21136",0
"21137",0,"21137",0
"21138",0,"21138",0
"21139",0,"21139",0
"21141",0,"21141",0
"21142",0,"21142",0
"21143",0,"21143",0
"21144",0,"21144",0
"21145",0,"21145",0
"21151",0,"21151",0
"21152",0,"21152",0
"21153",0,"21153",0
"21155",0,"21155",0
"21156",0,"21156",0
"21159",0,"21159",0
"21160",0,"21160",0
"21170",0,"21190",0
"21181",0,"21171",0
"21182",0,"21172",0
"21183",0,"21173",0
"21184",0,"21174",0
"21185",0,"21175",0
"21186",0,"21176",0
"21189",0,"21179",0
"21190",0,"21180",0
"21211",0,"21210",1
"21212",0,"21210",1
"21213",0,"21210",1
"21214",0,"21210",1
"21215",0,"21210",1
"21216",0,"21210",1
"21219",0,"21210",1
"21221",0,"21221",0
"21222",0,"21222",0
"21223",0,"21223",0
"21224",0,"21224",0
"21225",0,"21225",0
"21226",0,"21226",0
"21227",0,"21227",0
"21231",0,"21231",1
"21232",0,"21232",1
"21233",0,"21233",1
"21234",1,"21231",1
"21234",1,"21232",1
"21234",1,"21233",1
"21241",0,"21241",0
"21242",0,"21242",0
"21243",0,"21243",0
"21251",1,"04210",1
"21251",1,"21250",1
"21252",1,"04210",1
"21252",1,"21250",1
"21253",1,"04210",1
"21253",1,"21250",1
"21254",1,"04210",1
"21254",1,"21250",1
"21255",1,"04210",1
"21255",1,"21250",1
"21256",1,"04210",1
"21256",1,"21250",1
"21259",1,"04210",1
"21259",1,"21250",1
"21261",0,"21261",1
"21262",0,"04220",1
"21263",0,"21261",1
"21264",0,"21261",1
"21265",0,"21261",1
"21266",0,"21261",1
"21267",0,"21261",1
"21268",0,"21261",1
"21269",1,"04299",1
"21269",1,"21269",0
"21270",0,"21270",0
"21280",0,"21280",0
"21291",0,"21291",0
"21299",0,"21299",0
"21311",0,"21311",0
"21312",0,"21312",0
"21313",0,"21313",0
"21319",0,"21319",0
"21321",0,"21321",0
"21329",0,"21329",0
"21330",0,"21330",0
"21340",0,"21340",0
"21391",0,"21391",0
"21392",0,"21392",0
"21393",0,"21393",0
"21394",0,"21394",0
"21395",0,"21395",0
"21396",0,"21396",0
"21397",0,"21397",0
"21399",0,"21399",0
"21411",0,"21411",0
"21412",0,"21412",0
"21419",0,"21419",0
"21421",0,"21421",0
"21422",0,"21422",0
"21423",0,"21423",0
"21424",0,"21424",0
"21429",0,"21429",0
"21431",0,"21431",0
"21432",0,"21432",0
"21433",0,"21433",0
"21434",0,"21434",0
"21435",0,"21435",0
"21439",0,"21439",0
"21491",0,"21491",0
"21492",0,"21492",0
"21493",0,"21493",0
"21494",0,"21494",0
"21495",0,"21495",0
"21496",0,"21496",0
"21499",0,"21499",0
"21511",0,"21511",0
"21512",0,"21512",0
"21513",0,"21513",0
"21514",0,"21514",0
"21515",0,"21515",0
"21519",0,"21519",0
"21521",0,"21521",0
"21522",0,"21522",0
"21523",0,"21523",0
"21524",0,"21524",0
"21525",0,"21525",0
"21526",0,"21526",0
"21529",0,"21529",0
"21590",0,"21590",1
"21611",0,"21531",0
"21612",0,"21541",0
"21621",0,"21532",0
"21622",0,"21542",0
"21631",0,"21533",0
"21632",0,"21543",0
"21641",0,"21534",0
"21642",0,"21544",0
"21651",0,"21535",0
"21652",0,"21545",0
"21661",0,"21536",0
"21662",0,"21546",0
"21671",0,"21537",1
"21672",0,"21547",1
"21673",1,"21537",1
"21673",1,"21547",1
"21681",0,"21538",0
"21682",0,"21548",0
"21691",1,"21539",0
"21691",1,"21549",0
"21693",0,"21590",1
"21700",0,"21550",0
"21800",0,"21600",0
"21910",0,"21710",0
"21920",0,"21720",0
"21931",0,"21731",0
"21932",0,"21732",0
"22110",0,"22110",0
"22120",0,"22120",0
"22130",0,"22130",0
"22211",0,"22211",0
"22212",0,"22212",0
"22219",0,"22219",0
"22221",0,"22221",0
"22222",0,"22222",0
"22229",0,"22229",0
"22230",0,"22230",0
"22241",0,"22241",0
"22242",0,"22242",0
"22249",0,"22249",0
"22251",0,"22251",0
"22252",0,"22252",0
"22253",0,"22253",0
"22254",0,"22254",0
"22259",0,"22259",0
"22260",0,"22260",0
"22270",0,"22270",0
"22290",0,"22290",0
"22300",0,"22300",0
"23110",0,"23110",0
"23120",0,"23120",0
"23130",0,"23130",0
"23140",0,"23140",0
"23161",0,"23161",0
"23162",0,"23162",0
"23170",0,"23170",0
"23180",0,"23180",0
"23210",0,"23210",0
"23220",0,"23220",0
"23230",0,"23230",0
"23311",0,"23311",0
"23319",0,"23319",0
"23320",0,"23320",0
"23410",0,"23410",0
"23420",0,"23420",0
"23430",0,"23430",0
"23490",0,"23490",0
"23511",0,"23511",0
"23512",0,"23512",0
"23520",0,"23520",0
"23530",0,"23530",0
"23540",0,"23540",0
"23610",0,"23610",0
"23620",0,"23620",0
"23630",0,"23630",0
"23640",0,"23640",0
"23650",0,"23650",0
"23660",0,"23660",0
"23670",0,"23670",0
"23710",0,"23710",0
"23721",0,"23721",0
"23722",0,"23722",0
"23911",0,"23911",0
"23912",0,"23912",0
"23913",0,"23913",0
"23914",0,"23914",0
"23921",0,"23921",0
"23922",0,"23922",0
"23923",0,"23923",0
"23924",0,"23924",0
"23925",0,"23925",0
"23926",0,"23926",0
"23927",0,"23927",0
"23928",0,"23928",0
"23929",0,"01690",1
"23991",0,"23991",0
"23992",0,"23992",0
"23993",0,"23993",0
"23994",0,"23994",0
"23995",0,"23995",0
"23996",0,"23996",0
"23997",0,"23997",0
"23999",0,"23999",0
"24110",0,"24110",0
"24131",0,"24131",0
"24139",0,"24139",0
"24211",0,"24211",0
"24212",0,"24212",0
"24220",0,"24220",0
"24230",0,"24230",0
"24310",0,"24310",0
"24320",0,"24320",0
"24410",0,"24410",0
"24490",0,"24490",0
"25010",0,"25010",0
"25020",0,"25020",0
"25090",0,"25090",0
"26110",0,"26110",0
"26130",0,"26130",0
"26140",0,"26140",0
"26150",0,"26150",0
"26160",0,"26160",0
"26170",0,"26170",0
"26190",0,"26190",0
"26210",0,"26210",0
"26220",0,"26220",0
"26310",0,"26310",0
"26320",0,"26320",0
"26330",0,"26330",0
"26340",0,"26340",0
"26350",0,"26350",0
"26360",0,"26360",0
"26370",0,"26370",0
"26380",0,"26380",0
"26410",0,"26410",0
"26421",0,"26420",1
"26422",0,"26420",1
"26430",0,"26430",0
"26440",0,"26440",0
"26450",0,"26450",0
"26461",0,"26460",1
"26462",0,"26460",1
"26510",0,"26510",0
"26520",0,"26520",0
"26530",0,"26530",0
"26540",0,"26540",0
"26550",0,"26550",0
"26560",0,"26560",0
"26570",0,"26570",0
"26590",0,"26590",0
"26610",0,"26610",0
"26620",0,"26620",0
"26630",0,"26630",0
"26690",0,"26690",0
"26710",0,"26710",0
"26720",0,"26720",0
"26730",0,"26730",0
"26740",0,"26740",0
"26750",0,"26750",0
"26760",0,"26760",0
"26770",0,"26770",0
"26790",0,"26790",0
"26810",0,"26810",0
"26820",0,"26820",0
"26830",0,"26830",0
"26840",0,"26840",0
"26850",0,"26850",0
"26860",0,"26860",0
"26880",0,"26880",0
"26890",0,"26890",0
"27110",0,"27110",0
"27120",0,"27120",0
"27130",0,"27130",0
"27140",0,"27140",0
"27150",0,"27150",0
"27160",0,"27160",0
"27170",0,"27170",0
"27180",0,"27180",0
"27190",0,"27190",1
"27210",0,"27210",0
"27220",0,"27220",0
"27230",0,"27230",0
"27290",0,"27290",0
"27310",0,"27310",0
"27320",0,"27320",0
"27911",0,"27911",0
"27912",0,"27912",0
"27913",0,"27913",0
"27921",0,"27921",0
"27922",0,"27922",0
"27991",0,"27991",1
"27992",0,"27992",0
"27993",0,"27993",0
"27994",0,"27994",0
"27995",0,"27995",0
"27996",0,"27996",0
"27997",0,"27997",0
"27998",0,"27998",0
"27999",0,"27999",0
"28110",0,"28110",0
"28190",0,"28190",0
"28210",0,"28210",0
"28221",0,"28221",0
"28222",0,"28222",0
"28223",0,"28223",0
"28224",0,"28224",1
"28225",0,"28225",0
"28226",0,"28226",0
"28227",0,"28227",1
"28228",0,"28228",0
"28229",0,"28229",0
"28231",0,"28231",0
"28232",0,"28232",0
"28233",0,"28233",0
"28234",0,"28234",1
"28235",0,"28235",1
"28236",0,"28236",0
"28237",0,"28237",0
"28238",0,"28238",0
"28241",0,"28241",0
"28242",0,"28242",0
"28243",0,"28243",1
"28250",0,"28250",1
"28261",0,"28261",0
"28262",0,"28262",0
"28269",0,"28269",0
"28310",0,"28310",0
"28320",0,"28320",0
"28330",0,"28330",0
"29110",0,"29110",0
"29120",0,"29120",0
"29130",0,"29130",0
"29210",0,"29210",0
"29220",0,"29220",0
"29230",0,"29230",0
"29290",0,"29290",0
"29310",0,"29310",0
"29320",0,"29320",0
"29330",0,"29330",0
"29340",0,"29340",0
"29410",0,"29410",0
"29420",0,"29420",0
"29490",0,"29490",0
"29510",0,"29510",0
"29520",0,"29520",0
"29600",0,"29600",0
"31101",0,"31100",1
"31102",0,"31100",1
"31109",0,"31100",1
"31211",0,"31210",1
"31212",0,"31210",1
"31219",0,"31210",1
"31220",0,"31220",0
"31230",0,"31230",0
"31310",0,"31310",0
"31320",0,"31320",0
"31330",0,"31330",0
"31411",0,"31410",1
"31412",0,"31410",1
"31421",0,"31420",1
"31422",0,"31420",1
"31431",0,"31430",1
"31432",0,"31430",1
"31439",0,"31430",1
"31441",0,"31440",1
"31442",0,"31440",1
"31449",0,"31440",1
"31450",0,"31450",0
"31511",0,"31510",1
"31512",0,"31510",1
"31520",0,"31520",0
"31600",0,"31600",0
"31700",0,"31700",0
"31911",0,"31911",0
"31912",0,"31912",0
"31913",0,"31913",0
"31914",0,"31914",0
"31921",0,"31921",0
"31922",0,"31922",0
"31923",0,"31923",0
"32111",0,"32111",0
"32112",0,"32112",0
"32113",0,"32113",0
"32121",0,"32121",0
"32122",0,"32122",0
"32129",0,"32129",0
"32131",0,"32131",0
"32132",0,"32132",0
"32133",1,"32133",0
"32133",1,"32142",1
"32134",0,"32134",0
"32135",0,"32135",0
"32136",0,"32136",0
"32137",0,"32137",0
"32141",0,"32141",0
"32142",0,"32142",1
"32143",0,"32143",0
"32149",0,"32149",0
"32151",0,"32151",0
"32152",0,"32152",0
"32153",0,"32153",0
"32191",0,"32191",0
"32192",0,"32192",0
"32193",0,"32193",1
"32194",0,"32194",0
"32195",0,"32195",0
"32196",1,"27190",1
"32196",1,"27991",1
"32196",1,"28224",1
"32196",1,"28227",1
"32196",1,"28234",1
"32196",1,"28235",1
"32196",1,"28243",1
"32196",1,"28250",1
"32196",1,"32193",1
"32196",1,"36990",1
"32197",0,"32197",0
"32198",0,"32198",0
"32199",0,"32199",0
"32210",0,"32210",0
"32220",0,"32220",0
"32230",0,"32230",0
"32291",0,"32291",0
"32292",0,"32292",0
"32299",0,"32299",0
"32300",0,"32300",0
"32410",0,"32410",0
"32420",0,"32420",0
"32490",0,"32490",0
"32511",0,"32511",0
"32512",0,"32512",0
"32520",0,"32520",0
"32530",0,"32530",0
"32540",0,"32540",0
"32550",0,"32550",0
"32610",0,"32610",0
"32620",0,"32620",0
"32630",0,"32630",0
"32690",0,"32690",0
"32700",0,"32700",0
"32800",0,"32800",0
"33100",0,"33100",0
"33200",0,"33200",0
"33311",0,"33310",1
"33312",0,"33310",1
"33320",0,"33320",0
"33330",1,"33330",1
"33330",1,"33350",1
"33342",0,"33342",0
"33349",0,"33341",0
"33350",0,"33350",1
"33360",0,"33360",0
"33370",0,"33370",0
"33380",0,"33380",1
"33390",1,"33330",1
"33390",1,"33350",1
"33390",1,"33380",1
"33410",0,"33410",0
"33421",0,"33420",1
"33429",0,"33420",1
"33500",0,"33500",0
"33610",0,"33610",0
"33620",0,"33620",0
"33630",0,"33630",0
"33690",0,"33690",0
"33710",0,"33710",0
"33720",0,"33720",0
"34110",0,"34110",0
"34120",0,"34120",0
"34131",0,"34131",0
"34139",0,"34139",0
"34140",0,"34140",0
"34150",0,"34150",0
"34160",0,"34160",1
"34170",0,"34170",0
"34180",0,"34180",0
"34210",0,"34210",0
"34220",0,"34220",0
"34231",0,"34231",0
"34232",0,"34232",0
"34233",0,"34233",0
"34240",0,"34240",1
"34250",1,"34160",1
"34250",1,"34240",1
"34250",1,"34250",0
"34250",1,"34270",1
"34250",1,"34280",1
"34250",1,"34320",1
"34250",1,"35420",1
"34250",1,"35490",1
"34260",0,"34260",0
"34270",0,"34270",1
"34280",0,"34280",1
"34290",0,"34290",0
"34310",0,"34310",0
"34320",0,"34320",1
"34330",0,"34330",0
"34340",0,"34340",0
"34400",0,"34400",0
"34510",0,"34510",0
"34520",0,"34520",0
"34530",0,"34530",0
"34540",0,"34540",0
"34550",0,"34550",0
"34560",0,"34560",0
"34570",0,"34570",0
"34611",0,"34611",0
"34612",0,"34612",0
"34613",0,"34613",0
"34614",0,"34614",0
"34615",0,"34615",0
"34616",0,"34619",1
"34619",0,"34619",1
"34621",0,"34621",0
"34629",0,"34629",0
"34631",0,"34631",0
"34632",0,"34632",0
"34639",0,"34639",0
"34641",0,"34641",0
"34642",0,"34642",0
"34643",0,"34643",0
"34644",0,"34644",0
"34645",0,"34645",0
"34646",0,"34646",0
"34649",0,"34649",0
"34651",0,"34651",0
"34652",0,"34652",0
"34653",0,"34653",0
"34654",0,"34654",0
"34659",0,"34659",0
"34661",0,"34661",1
"34662",0,"34662",1
"34663",0,"34663",1
"34664",0,"34664",1
"34666",1,"34661",1
"34666",1,"34662",1
"34666",1,"34663",1
"34666",1,"34664",1
"34666",1,"34666",0
"34666",1,"34669",1
"34669",0,"34669",1
"34710",0,"34710",0
"34720",0,"34720",0
"34730",0,"34730",0
"34740",0,"34740",0
"34790",0,"34790",0
"34800",0,"34800",0
"35110",0,"35110",0
"35120",0,"35120",0
"35130",0,"35130",0
"35140",0,"35140",0
"35210",0,"35210",0
"35220",0,"35220",0
"35230",0,"35230",0
"35240",0,"35240",0
"35250",0,"35250",0
"35260",0,"35260",0
"35270",0,"35270",0
"35290",0,"35290",0
"35310",0,"35310",0
"35321",0,"35321",0
"35322",0,"35322",0
"35323",0,"35323",0
"35331",0,"35331",0
"35332",0,"35332",0
"35333",0,"35333",0
"35334",0,"35334",0
"35410",0,"35410",0
"35420",0,"35420",1
"35430",0,"35430",0
"35440",0,"35440",0
"35450",0,"35450",0
"35460",0,"35460",0
"35470",0,"35470",0
"35491",0,"35490",1
"35499",0,"35490",1
"35510",0,"35510",0
"35520",0,"35520",0
"35530",0,"35530",0
"35540",0,"35540",0
"35550",0,"35550",0
"35560",0,"35560",0
"36111",0,"36111",0
"36112",0,"36112",0
"36113",0,"36113",0
"36114",0,"36114",0
"36115",0,"36115",0
"36120",0,"36120",0
"36210",0,"36210",0
"36220",0,"36220",0
"36230",0,"36230",0
"36240",0,"36240",0
"36250",0,"36250",0
"36260",0,"36260",0
"36270",0,"36270",0
"36310",0,"36310",0
"36320",0,"36320",0
"36330",0,"36330",0
"36390",0,"36390",0
"36410",0,"36410",0
"36490",0,"36490",0
